complaint_id,complaint_text,Ground_Truth,POS_Predicted,POS_Correct,DP_Predicted,DP_Correct,Agreement
CMP-491,device stuck on boot,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-048,My smartwatch is not working,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-296,ordered black but looks greyish??,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-396,ordered black looks grey?? 😡,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-049,I got wrong earbuds model,Fraud,Legitimate,False,Fraud,True,DP Only
CMP-287,i guess its fine idk,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-387,idk feels weird,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-413,audio not working during calls,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-465,charger overheating continuously,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-050,I ordered headphones but got charger,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-119,device not connecting wifi,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-120,not satisfied want refund,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-278,used it once returning now,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-378,used already now returning,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-448,used already returning now,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-051,Need refund ASAP device not working,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-153,device not connecting bluetooth,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-154,not satisfied 😒,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-269,meh its okay but refund pls,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-369,meh refund pls,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-500,feels cheap,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-052,URGENT laptop not turning on 😡,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-260,looks different than website,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-360,works but refund pls,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-053,Immediate refund required battery issue,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-187,tablet dead suddenly,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-188,tablet not stylish enough,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-251,device stuck on boot screen,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-351,device stuck on startup,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-054,Please respond immediately phone dead,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-242,bluetooth pairing failing repeatedly,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-342,screen touch lagging slightly,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-055,Refund needed now charger burnt,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-137,monitor not turning on,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-138,monitor ok but not great,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-233,device gets warm quickly while using apps,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-333,keyboard unresponsive sometimes,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-422,bluetooth disconnects randomly,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-474,device heating issue noticed,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-056,battrey brokn need refnd asap,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-224,touchscreen not responding in some areas,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-324,screen brightness unstable,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-405,mouse stopped working suddenly,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-457,feels off idk why,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-057,phon not wrking properly 😤,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-215,monitor showing weird color tint,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-315,charger heats up too much,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-058,lapotp scren blank,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-171,device not working at all,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-172,ordered blue got black 😡,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-206,i ordered black but this looks dark blue??,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-306,idk not really happy with it,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-431,device restarting randomly,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-483,keyboard not working properly,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-059,chargr burn smel,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-297,box was sealed but item clearly used,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-397,box looked sealed but used item inside,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-440,refund pls no reason,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-492,bluetooth disconnect issue,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-060,hedphones no sound,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-288,expected better honestly,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-388,expected better,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-061,My headphones stopped working within 3 days,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-121,screen cracked right after opening box,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-122,i ordered white got black 😡 why,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-279,this doesnt look like same product tbh,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-379,not same as description,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-414,screen showing faint lines,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-449,this product not same as shown,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-466,ordered black got bluish shade?? 😡,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-062,Laptop is not turning on after first use,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-270,idk something feels off with it,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-370,idk feels off,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-063,Phone screen cracked within hours,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-155,battery draining too fast,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-156,prefer another color,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-261,phone randomly freezes while using apps,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-361,device rebooting randomly,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-064,Earbuds not connecting properly,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-252,screen ghosting effect visible,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-352,screen flickering slightly,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-065,Tablet not charging at all,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-189,charger overheating,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-190,charger slow but working,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-243,camera blurry even in daylight,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-343,battery draining faster,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-066,Device stopped working after 6 days,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-234,buttons not clicking properly,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-334,mouse clicks not registering,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-423,camera blurry even in daylight,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-475,audio cuts randomly,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-067,Phone dead after update,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-139,network not stable on device,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-140,device fine but want refund,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-225,charging port feels loose,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-325,charging disconnects randomly,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-068,Laptop fan making loud noise,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-216,i dont like this at all,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-316,why is this not fully black 😡,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-406,ordered black but looks dark grey??,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-458,expected better quality,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-069,Earbuds volume very low,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-207,box was sealed but item inside looks used,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-307,it works but dont like it anymore,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-432,screen touch not responding properly,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-484,mouse not responding properly,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-070,Tablet screen flickers,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-173,keyboard not responding,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-174,used keyboard already returning,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-298,used it for few hrs now refund,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-398,used item returning,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-441,device not detecting sim card,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-071,ok,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-289,not bad but refund pls,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-389,not bad but refund pls,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-493,screen showing lines,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-072,not good,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-123,laptop overheating continuously,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-124,used laptop for event now refund,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-280,product is fine but want refund anyway,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-380,product fine but refund pls,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-450,device is fine but refund pls,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-073,very bad experience,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-271,device not detecting sim card,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-371,device not connecting network,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-415,battery drains too fast,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-467,box had scratches inside,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-074,dont like it,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-262,screen touch not working in some areas,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-362,screen not responding properly,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-075,want refund no reason,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-157,keyboard keys broken,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-158,box had something else inside,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-253,keyboard delay when typing fast,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-353,keyboard slow response,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-076,WHY IS THIS BLACK I ORDERED BLUE 😡,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-244,screen brightness fluctuating randomly,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-344,device heating near edges,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-077,box had random stuff inside not my product,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-191,screen not working at all,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-192,wrong color again 😡,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-235,sound cuts in and out randomly,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-335,device heats quickly during use,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-078,used it already now returning,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-141,phone speaker not working,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-142,used phone already now returning,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-226,why is this white i ordered black 😡,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-326,not good,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-424,screen brightness fluctuating,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-476,not what i expected,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-079,wrong model sent completely different,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-217,meh not great expected better honestly,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-317,box had scratches on device,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-407,box was sealed but item had scratches,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-459,meh okay but refund pls,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-080,invoice mismatch product,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-208,used it once for presentation now returning,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-308,looks diff than expected,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-433,battery percentage dropping suddenly,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-485,charger overheating issue,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-081,device restarting automatically,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-299,this doesnt match description exactly,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-399,not same as description,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-442,screen flickering under low brightness,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-082,battery heating issue noticed,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-175,earbuds low volume issue,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-176,earbuds okay not great,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-290,feels cheap tbh,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-390,feels cheap,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-494,device heating issue,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-083,network signal weak,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-281,device stuck on loading screen,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-381,device stuck on boot,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-451,device stuck on boot screen,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-084,screen brightness flickering,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-125,mouse cursor lagging badly,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-126,mouse slightly laggy but works,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-272,screen flickering continuously now,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-372,screen flicker issue,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-085,buttons not responsive,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-263,battery draining faster than expected,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-363,battery drops too fast,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-416,not really satisfied tbh,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-468,used item returning now,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-086,ordered white got black 😡,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-254,mouse double click issue randomly,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-354,mouse not responding sometimes,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-087,box had older model device,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-159,earbuds not pairing,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-160,used earbuds now refund,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-245,charging stops midway sometimes,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-345,sound distortion noticed,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-088,used for few days returning now,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-236,ok,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-336,ordered black but this looks off??,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-089,wrong item completely different,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-193,keyboard broken completely,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-194,used it now refund pls,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-227,package looked tampered with honestly,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-327,feels weird to use,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-425,charging stops midway sometimes,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-477,dont like it anymore,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-090,not matching order details,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-143,laptop not powering on,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-144,ordered silver got black 😡,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-218,it works but i dont want it anymore,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-318,used product returning now,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-091,device not connecting to wifi,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-209,product seems slightly different from what i expected,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-309,meh refund pls,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-408,used it once now returning,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-460,not worth the price,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-092,battery backup very poor,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-300,works fine but i want refund still,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-400,works fine but want refund,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-434,device gets hot near camera area,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-486,why color looks different?? 😡,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-093,audio cuts during playback,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-291,device wont charge past 20 percent,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-391,device wont charge fully,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-443,keyboard typing delay issue,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-094,screen lines appearing randomly,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-177,monitor not displaying anything,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-178,monitor fine but expected better,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-282,bluetooth disconnects randomly,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-382,bluetooth disconnect issue,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-452,bluetooth pairing inconsistent,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-495,audio very low,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-095,charging port loose,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-273,keyboard not registering keystrokes sometimes,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-373,keyboard not working properly,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-096,ordered blue got white why?? 😡,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-127,charger not working after 1 use,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-128,battrey brokn need refnd asap 😤,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-264,device gets hot even on standby,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-364,device gets hot fast,Legitimate,Fraud,False,Fraud,False,Both Wrong
CMP-417,meh its okay but refund pls,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-469,this isnt same product tbh,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-097,box had broken item inside,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-255,device heats up near camera area,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-355,device heating up quickly,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-098,used it already still refund,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-246,ordered blue got something like teal??,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-346,meh idk not great,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-099,wrong model sent,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-161,monitor dead on arrival,Legitimate,Legitimate,True,Legitimate,True,Both Correct
CMP-162,monitor slightly dim,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-237,??? what is this product even,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-337,box had fingerprints on device,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-100,not matching order details,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-228,used it already but still want refund,Fraud,Fraud,True,Legitimate,False,POS Only
CMP-328,expected more premium feel,Fraud,Legitimate,False,Legitimate,False,Both Wrong
CMP-426,why is this not black?? 😡,Fraud,Fraud,True,Fraud,True,Both Correct
CMP-478,looks diff from website,Fraud,Fraud,True,Fraud,True,Both Correct
